Unnamed: 0,image_id,min_response,max_response,mean_response,std_response,number of raters,image_filename,artist,title,genre,style,4_styles,2_styles,mean_response_bin,mean_response_scaled
36,34854,0,98,43.82608695652174,31.04491200285197,23,chaim-soutine_hanging-hare.jpg,chaim-soutine,hanging-hare.jpg,still life,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.382608695652174
37,40032,0,83,18.647058823529413,24.86677514755099,34,gene-davis_firecracker-1968.jpg,gene-davis,firecracker-1968.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,0,1.8647058823529412
38,53766,6,84,56.76,22.745475740609752,25,maurice-utrillo_norvins-street.jpg,maurice-utrillo,norvins-street.jpg,cityscape,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.676
39,40830,2,100,43.869565217391305,26.19560051165096,23,georges-braque_the-pitcher-1909.jpg,georges-braque,the-pitcher-1909.jpg,still life,Analytical_Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.386956521739131
40,34473,37,99,71.17391304347827,16.891773613516037,23,camille-pissarro_pontoise-les-mathurins-1873.jpg,camille-pissarro,pontoise-les-mathurins-1873.jpg,landscape,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,5,7.1173913043478265
41,56505,0,100,35.44,25.516465272447125,25,pablo-picasso_female-nude-in-profile-1906.jpg,pablo-picasso,female-nude-in-profile-1906.jpg,nude painting,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,2,3.5439999999999996
42,32778,2,83,36.77777777777778,26.21978497591097,18,atsuko-tanaka_untitled-1984.jpg,atsuko-tanaka,untitled-1984.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.677777777777778
43,33009,0,83,36.37037037037037,25.96765465572677,27,barnett-newman_canto-xi-1964.jpg,barnett-newman,canto-xi-1964.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,2,3.637037037037037
44,2238,0,71,29.92,19.048009519807223,25,gene-davis_end-stripes-1960.jpg,gene-davis,end-stripes-1960.jpg,abstract,Color_Field_Painting,"Non-representational, abstract - lyrical",ABSTRACT,1,2.992
45,32688,0,83,40.708333333333336,22.109370759076768,24,arthur-pinajian_untitled-landscape-bellport-no-257-1987.jpg,arthur-pinajian,untitled-landscape-bellport-no-257-1987.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,4.070833333333334
46,34767,14,77,40.84375,20.825092456132136,32,carlos-merida_el-n-huatl-1964.jpg,carlos-merida,el-n-huatl-1964.jpg,abstract,Cubism,Representational abstract art - Identifiable,FIGURATIVE,2,4.084375
47,39315,3,97,50.64,26.18663781396917,25,frans-hals_portrait-of-a-bearded-man-with-a-ruff-1625.jpg,frans-hals,portrait-of-a-bearded-man-with-a-ruff-1625.jpg,portrait,Baroque,Representational/ Figurative art,FIGURATIVE,3,5.064
48,29853,0,96,50.15,26.272408981366947,20,agnolo-bronzino_portrait-of-young-woman-with-her-son.jpg,agnolo-bronzino,portrait-of-young-woman-with-her-son.jpg,portrait,Mannerism_Late_Renaissance,Representational/ Figurative art,FIGURATIVE,3,5.015
49,44799,0,78,36.86111111111112,18.98142366748197,36,ilya-mashkov_the-lady-in-the-hat-1909.jpg,ilya-mashkov,the-lady-in-the-hat-1909.jpg,portrait,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,2,3.6861111111111122
50,56550,0,86,39.91304347826087,25.215278635776404,23,pablo-picasso_guitar-1912.jpg,pablo-picasso,guitar-1912.jpg,still life,Synthetic_Cubism,Representational abstract art - Identifiable,FIGURATIVE,2,3.9913043478260866
51,58080,28,100,63.25,18.63435350192709,24,paul-signac_collioure.jpg,paul-signac,collioure.jpg,cityscape,Pointillism,Representational abstract art - Identifiable,FIGURATIVE,4,6.325
52,34305,0,87,32.68181818181818,27.33284499616561,22,camille-bombois_les-bas-noirs-avec-journal-1930.jpg,camille-bombois,les-bas-noirs-avec-journal-1930.jpg,portrait,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,2,3.268181818181818
53,45144,26,100,78.23529411764706,22.53200338342306,17,ivan-aivazovsky_the-bay-of-naples-1845.jpg,ivan-aivazovsky,the-bay-of-naples-1845.jpg,landscape,Romanticism,Representational/ Figurative art,FIGURATIVE,6,7.823529411764706
54,33465,23,100,71.33333333333333,21.229834722694875,18,bernardo-bellotto_ruins-of-dresden-s-kreuzkirche-1765.jpg,bernardo-bellotto,ruins-of-dresden-s-kreuzkirche-1765.jpg,cityscape,Rococo,Representational/ Figurative art,FIGURATIVE,5,7.133333333333333
55,37869,1,100,71.55555555555556,26.041194113359573,18,eugene-boudin_canel-near-dordrecht-1884.jpg,eugene-boudin,canel-near-dordrecht-1884.jpg,landscape,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,5,7.155555555555556
56,37260,0,92,39.74074074074074,28.476160869958186,27,elaine-de-kooning_abstract-1970.jpg,elaine-de-kooning,abstract-1970.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.974074074074074
57,38793,3,83,39.61538461538461,24.70316080679057,26,forrest-bess_symbol-of-flowers-1951.jpg,forrest-bess,symbol-of-flowers-1951.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.9615384615384612
58,42048,1,100,46.57692307692308,25.380580098844195,26,hans-hofmann_deep-within-the-ravine-1965.jpg,hans-hofmann,deep-within-the-ravine-1965.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,4.657692307692308
59,35283,0,100,33.96666666666667,24.371384199837564,30,clyfford-still_1945-h-1945.jpg,clyfford-still,1945-h-1945.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.396666666666667
60,32010,32,100,70.41666666666667,17.290149662808556,24,anna-ostroumova-lebedeva_alley-in-tsarskoe-selo-1905.jpg,anna-ostroumova-lebedeva,alley-in-tsarskoe-selo-1905.jpg,cityscape,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,5,7.041666666666667
61,40884,4,87,55.2,26.32014437650372,25,georges-braque_violin-and-palette-1909.jpg,georges-braque,violin-and-palette-1909.jpg,still life,Analytical_Cubism,Representational abstract art - Identifiable,FIGURATIVE,4,5.5200000000000005
62,3252,17,89,61.96666666666667,18.98362876058053,30,claude-monet_the-turkeys.jpg,claude-monet,the-turkeys.jpg,landscape,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,4,6.196666666666667
63,38274,3,88,46.285714285714285,26.106416329036307,28,fernand-leger_composition-1920.jpg,fernand-leger,composition-1920.jpg,abstract,Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.628571428571428
64,3027,0,85,46.55172413793103,25.68849965993197,29,ramon-oviedo_heridas-indelebles.jpg,ramon-oviedo,heridas-indelebles.jpg,abstract,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.655172413793103
65,53448,31,90,56.26086956521739,19.09359100303828,23,maurice-de-vlaminck_landscape-with-red-roofs.jpg,maurice-de-vlaminck,landscape-with-red-roofs.jpg,cityscape,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,4,5.626086956521739
66,55989,0,91,48.55,28.53525059143146,20,octav-bancila_flori.jpg,octav-bancila,flori.jpg,still life,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.8549999999999995
67,54867,26,94,64.46153846153847,14.93514183,26,mstislav-dobuzhinsky_pskov-the-fish-market-1922.jpg,mstislav-dobuzhinsky,pskov-the-fish-market-1922.jpg,cityscape,Symbolism,Representational/ Figurative art,FIGURATIVE,4,6.446153846153846
68,3669,4,99,58.69230769230769,25.28520394344365,26,valentin-serov_portrait-of-henrietta-girshman-1907.jpg,valentin-serov,portrait-of-henrietta-girshman-1907.jpg,portrait,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.86923076923077
69,58503,4,88,60.70588235294117,23.09698223221584,17,peter-max_four-seasons-summer.jpg,peter-max,four-seasons-summer.jpg,landscape,Pop_Art,Representational/ Figurative art,FIGURATIVE,4,6.0705882352941165
70,30303,0,84,41.903225806451616,24.57011034937868,31,albrecht-durer_male-nude-with-a-glass-and-snake-asclepius.jpg,albrecht-durer,male-nude-with-a-glass-and-snake-asclepius.jpg,nude painting,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,2,4.190322580645161
71,38544,0,70,30.818181818181817,25.095316132196693,22,fernando-botero_matador.jpg,fernando-botero,matador.jpg,portrait,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,1,3.0818181818181816
72,35532,18,100,53.05,21.632030344886843,20,constantine-maleas_still-life.jpg,constantine-maleas,still-life.jpg,still life,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,5.305
73,1563,30,90,66.43478260869566,15.988137895317385,23,gustav-klimt_apple-tree-i.jpg,gustav-klimt,apple-tree-i.jpg,landscape,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,5,6.643478260869566
74,43962,2,97,63.375,26.40621221376252,24,henri-rousseau_jaguar-attacking-a-horse-1910.jpg,henri-rousseau,jaguar-attacking-a-horse-1910.jpg,landscape,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,4,6.3375
75,44760,2,94,64.30434782608695,24.59385507621531,23,ilya-mashkov_still-life-with-fruits-1908.jpg,ilya-mashkov,still-life-with-fruits-1908.jpg,still life,Fauvism,Representational abstract art - Identifiable,FIGURATIVE,4,6.430434782608695
76,1062,0,86,50.92,27.190562088097163,25,richard-tuttle_20-pearls-2-2003.jpg,richard-tuttle,20-pearls-2-2003.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,5.0920000000000005
77,33729,0,82,32.74074074074074,22.907158089511928,27,betty-parsons_untitled-abstraction.jpg,betty-parsons,untitled-abstraction.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,3.274074074074074
78,29532,0,89,53.48,24.26781132831444,25,adam-baltatu_at-the-brickyard.jpg,adam-baltatu,at-the-brickyard.jpg,landscape,Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,5.348
79,49035,0,84,46.5,28.07199738239225,28,joshua-reynolds_portrait-of-george-colman-the-elder.jpg,joshua-reynolds,portrait-of-george-colman-the-elder.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,3,4.65
80,53808,16,97,68.21052631578948,20.914054145925736,19,max-kurzweil_lady-in-yellow-1899.jpg,max-kurzweil,lady-in-yellow-1899.jpg,portrait,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,5,6.821052631578948
81,52587,0,100,23.25,27.80970387525961,28,mark-rothko_no-8-1964.jpg,mark-rothko,no-8-1964.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,1,2.325
82,52572,0,71,27.52380952380953,23.10545184067831,21,mark-rothko_no-5-no-24.jpg,mark-rothko,no-5-no-24.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,1,2.752380952380953
83,39387,0,100,73.08333333333333,30.78384198790385,24,frans-snyders_game-stall.jpg,frans-snyders,game-stall.jpg,still life,Baroque,Representational/ Figurative art,FIGURATIVE,5,7.308333333333333
84,2739,3,100,49.91666666666666,22.438159784009773,24,kazimir-malevich_bureau-and-room-1913.jpg,kazimir-malevich,bureau-and-room-1913.jpg,abstract,Cubism,Representational abstract art - Identifiable,FIGURATIVE,3,4.991666666666665
85,36438,5,100,62.31818181818182,28.02955304951979,22,domenico-ghirlandaio_portrait-of-giovanna-tornabuoni.jpg,domenico-ghirlandaio,portrait-of-giovanna-tornabuoni.jpg,portrait,Early_Renaissance,Representational/ Figurative art,FIGURATIVE,4,6.231818181818182
86,47283,0,55,20.08695652173913,14.79838149466556,23,joan-hernandez-pijuan_dibuix-n-10-bis-1997.jpg,joan-hernandez-pijuan,dibuix-n-10-bis-1997.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,0,2.008695652173913
87,55896,0,82,39.16666666666666,21.57118661441746,30,niko-pirosmani_wounded-soldier.jpg,niko-pirosmani,wounded-soldier.jpg,portrait,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,2,3.9166666666666656
88,34722,2,100,54.22727272727273,28.96785051805473,22,carl-ludwig-johann-christineck_portrait-of-daria-aleksandrovna-troubetskaya.jpg,carl-ludwig-johann-christineck,portrait-of-daria-aleksandrovna-troubetskaya.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,3,5.422727272727273
89,41145,0,78,43.36666666666667,23.518860125635243,30,gerhard-richter_abstract-bilding.jpg,gerhard-richter,abstract-bilding.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,2,4.336666666666667
90,36912,23,99,70.0,18.687359131357965,24,edward-hopper_lighthouse-and-buildings-portland-head-cape-elizabeth-maine-1927.jpg,edward-hopper,lighthouse-and-buildings-portland-head-cape-elizabeth-maine-1927.jpg,landscape,New_Realism,Representational/ Figurative art,FIGURATIVE,5,7.0
91,43155,18,100,61.85,22.69308960431509,20,henri-edmond-cross_landscape-with-goats-1895.jpg,henri-edmond-cross,landscape-with-goats-1895.jpg,landscape,Pointillism,Representational abstract art - Identifiable,FIGURATIVE,4,6.1850000000000005
92,54291,18,83,50.29166666666666,21.59001212,24,miriam-schapiro_sonia-delaunay-1992.jpg,miriam-schapiro,sonia-delaunay-1992.jpg,portrait,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,3,5.029166666666666
93,34620,34,100,73.34615384615384,18.25583152352652,26,canaletto_the-interior-of-henry-vii-chapel-in-westminster-abbey.jpg,canaletto,the-interior-of-henry-vii-chapel-in-westminster-abbey.jpg,cityscape,Baroque,Representational/ Figurative art,FIGURATIVE,5,7.334615384615384
94,48333,0,80,26.96875,27.186909059206204,32,john-mclaughlin_number-11-1964.jpg,john-mclaughlin,number-11-1964.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,1,2.696875
95,4764,9,80,49.65384615384615,22.87171582141105,26,mily-possoz_vista-de-lisboa-jardim-da-estrela-signed-possoz-but-attributed-to-eduardo-viana.jpg,mily-possoz,vista-de-lisboa-jardim-da-estrela-signed-possoz-but-attributed-to-eduardo-viana.jpg,cityscape,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,3,4.9653846153846155
96,36066,4,100,64.64285714285714,22.46349183917019,28,david-burliuk_landscape-in-new-mexico-1942.jpg,david-burliuk,landscape-in-new-mexico-1942.jpg,landscape,Naive_Art_Primitivism,Representational/ Figurative art,FIGURATIVE,4,6.4642857142857135
97,51921,0,89,46.75,24.274472187876714,20,mabuse_a-young-princess-dorothea-of-denmark0.jpg,mabuse,a-young-princess-dorothea-of-denmark0.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.675
98,31998,5,87,57.32,24.134553376158976,25,anna-ostroumova-lebedeva_a-view-of-the-neva-river.jpg,anna-ostroumova-lebedeva,a-view-of-the-neva-river.jpg,cityscape,Art_Nouveau_Modern,Representational/ Figurative art,FIGURATIVE,4,5.732
99,30561,1,84,45.73076923076923,26.20466781671951,26,albrecht-durer_portrait-of-lucas-cranach-the-elder.jpg,albrecht-durer,portrait-of-lucas-cranach-the-elder.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.573076923076924
100,31893,17,99,48.65517241,25.073144229959563,29,andy-warhol_queen-margrethe-ii-of-denmark.jpg,andy-warhol,queen-margrethe-ii-of-denmark.jpg,portrait,Pop_Art,Representational/ Figurative art,FIGURATIVE,3,4.865517241
101,57510,14,100,43.15789474,26.43916110178388,19,paul-cezanne_woman-in-a-red-striped-dress.jpg,paul-cezanne,woman-in-a-red-striped-dress.jpg,portrait,Post_Impressionism,Representational abstract art - Identifiable,FIGURATIVE,2,4.315789474000001
102,47265,0,89,46.22727272727273,26.21146935105176,22,joachim-wtewael_portrait-of-eva-wtewael-1628.jpg,joachim-wtewael,portrait-of-eva-wtewael-1628.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,4.622727272727273
103,31176,0,84,27.761904761904763,24.32879931666329,21,alvaro-lapa_c-line-s-notebook-1990.jpg,alvaro-lapa,c-line-s-notebook-1990.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,1,2.776190476190476
104,57147,11,100,58.73913043478261,28.98152607705365,23,parmigianino_portrait-of-a-man-with-a-book.jpg,parmigianino,portrait-of-a-man-with-a-book.jpg,portrait,Mannerism_Late_Renaissance,Representational/ Figurative art,FIGURATIVE,4,5.873913043478261
105,36321,0,100,51.65517241,25.628215285485872,29,dmitry-levitzky_portrait-of-a-i-borisov-1788.jpg,dmitry-levitzky,portrait-of-a-i-borisov-1788.jpg,portrait,Rococo,Representational/ Figurative art,FIGURATIVE,3,5.165517241
106,54756,5,83,55.08695652173913,20.849924882093287,23,mstislav-dobuzhinsky_a-house-in-kaunas-1930.jpg,mstislav-dobuzhinsky,a-house-in-kaunas-1930.jpg,cityscape,Symbolism,Representational/ Figurative art,FIGURATIVE,4,5.508695652173913
107,41133,9,100,60.31818181818182,26.53010215,22,gerard-fromanger_marcel-portrait-de-marcel-duchamp-2007.jpg,gerard-fromanger,marcel-portrait-de-marcel-duchamp-2007.jpg,portrait,Pop_Art,Representational/ Figurative art,FIGURATIVE,4,6.031818181818182
108,44832,0,100,53.61904761904762,25.58803663917221,21,ilya-repin_dancing-woman.jpg,ilya-repin,dancing-woman.jpg,portrait,Realism,Representational/ Figurative art,FIGURATIVE,3,5.361904761904762
109,51396,0,100,59.5625,24.413025894659867,16,lovis-corinth_the-walchensee-on-the-terrace-1922.jpg,lovis-corinth,the-walchensee-on-the-terrace-1922.jpg,landscape,Expressionism,Representational abstract art - Identifiable,FIGURATIVE,4,5.95625
110,57765,3,100,58.285714285714285,26.30806503174048,21,paul-jenkins_not_detected_235709.jpg,paul-jenkins,235709.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,4,5.828571428571428
111,510,0,100,51.06896551724138,26.72469569,29,jackson-pollock_the-moon-woman-cuts-the-circle-1943.jpg,jackson-pollock,the-moon-woman-cuts-the-circle-1943.jpg,abstract,Abstract_Expressionism,"Non-representational, abstract - lyrical",ABSTRACT,3,5.106896551724138
112,46722,0,86,27.8,27.64205732816089,25,jean-degottex_breve-1985.jpg,jean-degottex,breve-1985.jpg,abstract,Minimalism,"Non-representational, abstract - geometric",ABSTRACT,1,2.7800000000000002
113,30573,3,83,50.125,19.89606144113868,24,albrecht-durer_portrait-of-matthew-landauer.jpg,albrecht-durer,portrait-of-matthew-landauer.jpg,portrait,Northern_Renaissance,Representational/ Figurative art,FIGURATIVE,3,5.0125
